EXAM_TITLE,MCODE,AY,TERM,STUDENT_ID,EXAM_HALL,SEAT_NO,TIME,DAY_DATE_DISPLAY,DATE,CLASS,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902030,TB2 B3 R3/4,D1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902077,TB2 B3 R3/4,D4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902225,TB2 B3 R3/4,E7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903001,TB2 B3 R5/6,A3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903033,TB2 B3 R5/6,A11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903079,TB2 B3 R5/6,C3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903102,TB2 B3 R5/6,C8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903113,TB2 B3 R5/6,C11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903122,TB2 B3 R5/6,D1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903132,TB2 B3 R5/6,D4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1909014,TB2 B3 R5/6,E10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM16,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1901002,TB2 B3 R3/4,C7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902004,TB2 B3 R3/4,C8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902060,TB2 B3 R3/4,D2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902076,TB2 B3 R3/4,D3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902089,TB2 B3 R3/4,D8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902210,TB2 B3 R3/4,E6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902257,TB2 B3 R3/4,E9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902298,TB2 B3 R5/6,A1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903008,TB2 B3 R5/6,A5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903015,TB2 B3 R5/6,A7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903041,TB2 B3 R5/6,B3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903055,TB2 B3 R5/6,B8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903067,TB2 B3 R5/6,B11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903074,TB2 B3 R5/6,C1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903128,TB2 B3 R5/6,D3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904005,TB2 B3 R5/6,D8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904007,TB2 B3 R5/6,D9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904010,TB2 B3 R5/6,D10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904020,TB2 B3 R5/6,E1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1905007,TB2 B3 R5/6,E6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1905013,TB2 B3 R5/6,E7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1909006,TB2 B3 R5/6,E9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM17,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902017,TB2 B3 R3/4,C11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902084,TB2 B3 R3/4,D7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902101,TB2 B3 R3/4,D9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902109,TB2 B3 R3/4,D10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902114,TB2 B3 R3/4,E1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902136,TB2 B3 R3/4,E2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902198,TB2 B3 R3/4,E5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902240,TB2 B3 R3/4,E8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903004,TB2 B3 R5/6,A4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903011,TB2 B3 R5/6,A6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903020,TB2 B3 R5/6,A8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903039,TB2 B3 R5/6,B2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903045,TB2 B3 R5/6,B4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903046,TB2 B3 R5/6,B5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903058,TB2 B3 R5/6,B10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903081,TB2 B3 R5/6,C4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903089,TB2 B3 R5/6,C6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903107,TB2 B3 R5/6,C9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903125,TB2 B3 R5/6,D2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903138,TB2 B3 R5/6,D5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904025,TB2 B3 R5/6,E3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904075,TB2 B3 R5/6,E5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM18,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802073,TB2 A3 R4/5,B10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802171,TB2 A3 R4/5,D10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902015,TB2 B3 R3/4,C10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902079,TB2 B3 R3/4,D5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902083,TB2 B3 R3/4,D6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902145,TB2 B3 R3/4,E3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902150,TB2 B3 R3/4,E4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902294,TB2 B3 R3/4,E10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1902299,TB2 B3 R5/6,A2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903027,TB2 B3 R5/6,A9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903029,TB2 B3 R5/6,A10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903036,TB2 B3 R5/6,B1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903047,TB2 B3 R5/6,B6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903051,TB2 B3 R5/6,B7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903057,TB2 B3 R5/6,B9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903076,TB2 B3 R5/6,C2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903083,TB2 B3 R5/6,C5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903092,TB2 B3 R5/6,C7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903110,TB2 B3 R5/6,C10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903146,TB2 B3 R5/6,D6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1903150,TB2 B3 R5/6,D7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904021,TB2 B3 R5/6,E2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1904051,TB2 B3 R5/6,E4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1909004,TB2 B3 R5/6,E8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM19,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802009,Exhibition,A4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802044,Exhibition,A11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802050,Exhibition,A14,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802065,Exhibition,A21,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802102,Exhibition,B10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802103,Exhibition,B11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802108,Exhibition,B13,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802129,Exhibition,B21,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802149,Exhibition,C9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802197,Exhibition,C21,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802255,Exhibition,D20,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802274,Exhibition,E5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803080,Exhibition,F1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803087,Exhibition,F3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803136,Exhibition,F9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803158,Exhibition,F14,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803174,Exhibition,F17,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803207,Exhibition,G2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804025,Exhibition,G12,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805003,Exhibition,G17,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805006,Exhibition,G18,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805024,Exhibition,H1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805027,Exhibition,H2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM2,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802017,TB2 A3 R4/5,A6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802030,TB2 A3 R4/5,A7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802045,TB2 A3 R4/5,B3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802053,TB2 A3 R4/5,B5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802071,TB2 A3 R4/5,B9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802083,TB2 A3 R4/5,C2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802090,TB2 A3 R4/5,C4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802150,TB2 A3 R4/5,D6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802190,TB2 A3 R4/5,E7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802215,TB2 A3 R6/7,A3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802226,TB2 A3 R6/7,A6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802234,TB2 A3 R6/7,A9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802266,TB2 A3 R6/7,B1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802285,TB2 A3 R6/7,B4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803005,TB2 A3 R6/7,B5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803052,TB2 A3 R6/7,C3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803054,TB2 A3 R6/7,C4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803173,TB2 A3 R6/7,E6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803176,TB2 A3 R6/7,E7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803211,TB2 B3 R3/4,A6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804009,TB2 B3 R3/4,A10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804033,TB2 B3 R3/4,B2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804042,TB2 B3 R3/4,B6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM20,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1801001,TB2 A3 R4/5,A1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802010,TB2 A3 R4/5,A3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802040,TB2 A3 R4/5,B1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802043,TB2 A3 R4/5,B2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802078,TB2 A3 R4/5,B11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802097,TB2 A3 R4/5,C6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802116,TB2 A3 R4/5,C11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802132,TB2 A3 R4/5,D3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802184,TB2 A3 R4/5,E5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802212,TB2 A3 R6/7,A2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803024,TB2 A3 R6/7,B9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803029,TB2 A3 R6/7,B11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803103,TB2 A3 R6/7,C11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803146,TB2 A3 R6/7,D9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803155,TB2 A3 R6/7,D10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803156,TB2 A3 R6/7,E1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803177,TB2 A3 R6/7,E8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803188,TB2 A3 R6/7,E10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803189,TB2 B3 R3/4,A1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803190,TB2 B3 R3/4,A2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804002,TB2 B3 R3/4,A7,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804048,TB2 B3 R3/4,B10,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805005,TB2 B3 R3/4,C1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805026,TB2 B3 R3/4,C4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM21,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802052,TB2 A3 R4/5,B4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802060,TB2 A3 R4/5,B6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802122,TB2 A3 R4/5,D1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802135,TB2 A3 R4/5,D4,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802153,TB2 A3 R4/5,D8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802162,TB2 A3 R4/5,D9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802172,TB2 A3 R4/5,E1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802178,TB2 A3 R4/5,E3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802221,TB2 A3 R6/7,A5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802233,TB2 A3 R6/7,A8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803006,TB2 A3 R6/7,B6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803023,TB2 A3 R6/7,B8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803036,TB2 A3 R6/7,C2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803063,TB2 A3 R6/7,C5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803086,TB2 A3 R6/7,C8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803090,TB2 A3 R6/7,C9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803108,TB2 A3 R6/7,D1,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803110,TB2 A3 R6/7,D2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803113,TB2 A3 R6/7,D3,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803187,TB2 A3 R6/7,E9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1803205,TB2 B3 R3/4,A5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804005,TB2 B3 R3/4,A9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1804012,TB2 B3 R3/4,A11,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805018,TB2 B3 R3/4,C2,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1805029,TB2 B3 R3/4,C5,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM22,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802027,Exhibition,A9,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM3,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802047,Exhibition,A12,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM3,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802092,Exhibition,B6,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM3,,,,
GSD Basic Math Midterm,MTCG1016,1920,1,1802094,Exhibition,B8,08:00-09:15,"Monday,04-11-2019",4/11/2019,BM3,,,,
